Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
羨ましい,羡慕,彼の新しい車が羨ましいです。,我很羡慕他的新车。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>新しい<rt>あたらしい</rt></ruby><ruby>車<rt>くるま</rt></ruby>が<ruby>羨ましい<rt>うらやましい</rt></ruby>です。,<ol><li>彼（かれ）：表示“他”，用于第三人称男性，也可以指关系比较近的男性朋友。</li><li>新しい（あたらしい）：形容词，意思是“新的”。</li><li>車（くるま）：名词，意思是“汽车”。</li><li>羨ましい（うらやましい）：形容词，表示“羡慕”，用于表达看到他人拥有好事、成就等时的感受，可以搭配“が”まで使用。注意假名拼写，不要发成“うらましい”。</li><li>です：语尾礼貌形，表示礼貌。</li><li>语法结构：“Aが羨ましい”表示“羡慕A”。其中“が”标记被羡慕的对象。</li><li>日语中表达情感时，常用形容词连用，表达自己的心理状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_羨ましい.mp3]
売れる,畅销,その小説はよく売れるそうです。,那本小说好像很畅销。,<ruby>その<rt>その</rt></ruby><ruby>小説<rt>しょうせつ</rt></ruby>は<ruby>よく<rt>よく</rt></ruby><ruby>売れる<rt>うれる</rt></ruby><ruby>そう<rt>そう</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>その：指示词，意思是“那、那个”。</li><li>小説（しょうせつ）：小说。</li><li>は：助词，主题标记。</li><li>よく：副词，意思是“经常、很好、很”。</li><li>売れる（うれる）：动词“卖、畅销”，是“売る（うる）”的自动词形式，表示商品自身能被卖出，含有畅销、受欢迎的意思。</li><li>そうです：表示传闻或已有听说，用于表达“听说……”。</li><li>「売れる」是自动词，与“卖（卖る/うる）”的他动词相对，表示东西本身容易被买走，常用于商品等受欢迎时。外国学习者容易混淆自他动词的用法。</li><li>日本文化里，对于畅销（売れる）产品，会特别关注其销售排行（ランキング）和“话题性（話題性）”，常用于书籍、CD、商品等描述中。</li></ol>,[sound:jlpt_vocabulary_in_sentence_売れる.mp3]
噂,传闻,その噂はすぐに広まりました。,那个传闻很快就传开了。,<ruby>その<rt>その</rt></ruby><ruby>噂<rt>うわさ</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>すぐに<rt>すぐに</rt></ruby><ruby>広まりました<rt>ひろまりました</rt></ruby>。,<ol><li>その：表示“那个”，是指前文出现或双方已知的信息。</li><li>噂（うわさ）：意思是“传闻、流言”，指未经证实的消息。这里为名词。</li><li>は：表示主语助词，强调主语“噂”。</li><li>すぐに：副词，意思是“立刻、马上”，表示时间上的迅速。</li><li>広まりました（ひろまりました）：动词“広まる（ひろまる）”的礼貌形过去式，意思是“传播开了”。这里表示动作已经完成。</li><li>关于日本社会：在日本，重视人际关系和群体和谐，流言（噂）传播非常迅速，常见于职场、学校等场合。</li></ol>,[sound:jlpt_vocabulary_in_sentence_噂.mp3]
運,运气,今日は運が良かったです。,今天运气很好。,<ruby>今日<rt>きょう</rt></ruby>は<ruby>運<rt>うん</rt></ruby>が<ruby>良かった<rt>よかった</rt></ruby>です。,<ol><li>今日（きょう）：意思是“今天”。</li><li>運（うん）：指运气、命运、幸运。</li><li>良かった（よかった）：是形容词“良い”（いい）的过去式，表示“好”的过去状态。</li><li>です：是敬体语尾，用于句末以表示礼貌。</li><li>「Aが良い」用法：用于评价主语的性质情况，如“運が良い”就是“运气好”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_運.mp3]
運転,驾驶,父は毎日車を運転します。,父亲每天开车。,<ruby>父<rt>ちち</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby><ruby>車<rt>くるま</rt></ruby>を<ruby>運転<rt>うんてん</rt></ruby>します。,<ol><li>父（ちち）：父亲，尊称他人父亲可用「お父さん（おとうさん）」。</li><li>毎日（まいにち）：每天。</li><li>車（くるま）：汽车、车辆。</li><li>を：宾语助词，表明动作的对象是车。</li><li>運転（うんてん）：名词，表示驾驶、操作车辆等。</li><li>します：する的敬体形式，表示做某事，和前面的名词合用构成动词短语。</li><li>日语里名词+します表示“做某事”，如「掃除します（打扫）」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_運転.mp3]
柄,把手,このかさの柄は黒いです。,这把伞的把手是黑色的。,<ruby>この<rt>この</rt></ruby><ruby>かさ<rt>かさ</rt></ruby>の<ruby>柄<rt>え</rt></ruby>は<ruby>黒い<rt>くろい</rt></ruby>です。,<ol><li>この：连体词，表示“这……”用于距离说话人较近的事物。</li><li>かさ（傘）：名词，“伞”。日语里“伞”的汉字为“傘”。</li><li>の：助词，表示前后名词的所属、修饰关系，相当于汉语的“的”。</li><li>柄（え）：名词，表示“把手、柄”。此字还有读音「がら」（意为花纹、图案），但本句中作“把手”时读为「え」。易混淆需区分。</li><li>は：助词，主题标记，提示主语。</li><li>黒い（くろい）：形容词，“黑色的”。</li><li>です：礼貌句末表达，相当于“是”。</li><li>在日本，传统的伞（如和伞）柄常用木头制成，现代雨伞多为塑料或金属柄，“柄（え）”常指握持部分。</li></ol>,[sound:jlpt_vocabulary_in_sentence_柄.mp3]
永遠,永远,彼女は永遠に私の友達です。,她将永远是我的朋友。,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>永遠<rt>えいえん</rt></ruby>に<ruby>私<rt>わたし</rt></ruby>の<ruby>友達<rt>ともだち</rt></ruby>です。,<ol><li>彼女（かのじょ）：她、女朋友，日常对女性的第三人称指代。</li><li>は：主题助词，表示主语（这里指彼女）。</li><li>永遠（えいえん）：永远，永久，副词形用に连接，表示状态的持续时间没有尽头。</li><li>に：表示时间或动作的方向，这里连用永遠に，相当于中文“永远地”。</li><li>私（わたし）：我，用于自称，多为普遍场合和较为正式的表达。</li><li>の：属性助词，连接名词，表示前面的事物属于后面的名词。</li><li>友達（ともだち）：朋友。</li><li>です：判断句用词，表达礼貌语气。</li><li>整个句子的意思是：『她将永远是我的朋友。』日语当中用「永遠に」表达时间或状态的持续，语感上十分郑重和真挚，常用于誓言、回忆等场景。</li></ol>,[sound:jlpt_vocabulary_in_sentence_永遠.mp3]
永久,永久，永远,この友情は永久に続くと信じています。,我相信这份友情会永久持续下去。,この<ruby>友情<rt>ゆうじょう</rt></ruby>は<ruby>永久<rt>えいきゅう</rt></ruby>に<ruby>続く<rt>つづく</rt></ruby>と<ruby>信じています<rt>しんじています</rt></ruby>。,<ol><li>この：指示代词，表示“这个”。</li><li>友情（ゆうじょう）：名词，意思是“友情、友谊”。</li><li>は：主题助词，提示主语。</li><li>永久（えいきゅう）：名词，意思是“永久、永远”，音读读作えいきゅう。也有人读作「とわ」用于诗歌、文学或庄重场合，日常一般写作和读作えいきゅう。</li><li>に：接续助词，使“永久”作为副词修饰谓语“続く”。</li><li>続く（つづく）：动词，意思是“持续、继续”。</li><li>と：引用助词，表示所信之事。</li><li>信じています（しんじています）：动词“信じる（相信）”的ている（正在做的状态）形式，表示 “一直相信”。</li><li>文化补充：日语中“永久”可用于情感、时间等抽象概念，加强语气时常与“に”连用构成“永久に”，表示动作状态永久持续。</li></ol>,[sound:jlpt_vocabulary_in_sentence_永久.mp3]
影響,影响,その決定は多くの人に影響を与えた。,那个决定对很多人产生了影响。,その<ruby>決定<rt>けってい</rt></ruby>は<ruby>多くの<rt>おおくの</rt></ruby><ruby>人<rt>ひと</rt></ruby>に<ruby>影響<rt>えいきょう</rt></ruby>を<ruby>与えた<rt>あたえた</rt></ruby>。,<ol><li>その：表示之前提到的事物，相当于中文的“那个”。</li><li>決定（けってい）：名词，意思是“决定”。</li><li>は：主题助词，标记句子的话题。</li><li>多くの（おおくの）：形容词+の，意思是“许多的”。</li><li>人（ひと）：名词，意思是“人”。</li><li>に：助词，表示对谁产生影响，此处为影响的对象。</li><li>影響（えいきょう）：名词，意思是“影响”。注意不可读作“えいせい”或“えいきょ”，标准发音为“えいきょう”。</li><li>を：宾语助词，表示“影响”是动作的对象。</li><li>与えた（あたえた）：动词“与える（あたえる）”的过去式，意思是“给予、带来”。</li><li>句型“〜に影響を与える”：固定表达，表示“对……产生影响”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_影響.mp3]
営業,营业、销售,彼は毎日営業の仕事をしています。,他每天从事销售工作。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>毎日<rt>まいにち</rt></ruby><ruby>営業<rt>えいぎょう</rt></ruby>の<ruby>仕事<rt>しごと</rt></ruby>を<ruby>しています<rt>しています</rt></ruby>。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>毎日（まいにち）：每天。</li><li>営業（えいぎょう）：经营、销售、营业。在日企常用指销售、客户关系维护等工作。</li><li>仕事（しごと）：工作、职业。</li><li>を（助词）：宾格助词，表示动作对象。</li><li>しています：是「する」的ている形，表示正在进行的动作或状态，常用来表达习惯性的动作。</li><li>句型说明：「〜の仕事をしています」表示“从事……的工作”，适用于各行业职业介绍。</li></ol>,[sound:jlpt_vocabulary_in_sentence_営業.mp3]
衛星,卫星,地球には多くの衛星が存在します。,地球上存在着许多卫星。,<ruby>地球<rt>ちきゅう</rt></ruby>には<ruby>多くの<rt>おおくの</rt></ruby><ruby>衛星<rt>えいせい</rt></ruby>が<ruby>存在します<rt>そんざいします</rt></ruby>。,<ol><li>地球（ちきゅう）：地球，作为名词。</li><li>には：に是表示地点、存在的助词，は是主题助词，组合用法强调「在地球上」。</li><li>多くの：多く（おおく），意为“许多”，の为连体助词，用于修饰后面的名词。</li><li>衛星（えいせい）：意思是“卫星”，既可指天体上的卫星，也常用于人造卫星。</li><li>が：主格助词，标记主语。</li><li>存在します（そんざいします）：动词「存在する」的敬体形式，意为“存在”。</li><li>语法说明：「には」结构中，助词「に」后可接「は」加强强调，经常用于表达场所上的存在。</li></ol>,[sound:jlpt_vocabulary_in_sentence_衛星.mp3]
栄養,营养,野菜には栄養がたくさんあります。,蔬菜中有很多营养。,<ruby>野菜<rt>やさい</rt></ruby>には<ruby>栄養<rt>えいよう</rt></ruby>がたくさんあります。,<ol><li>「野菜」（やさい）：蔬菜。</li><li>「には」：表示对象/范围的助词组合。「に」为方向、对象，「は」为提示主题。</li><li>「栄養」（えいよう）：营养。这里用が表示“有营养”。</li><li>「たくさん」：许多、很多。</li><li>「あります」：有、存在（用于无生命物品）。</li><li>语法说明：「○○には△△があります」表示“在○○中有△△”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_栄養.mp3]
笑顔,笑脸,彼女の笑顔がとても素敵です。,她的笑脸非常美丽。,<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>笑顔<rt>えがお</rt></ruby>がとても<ruby>素敵<rt>すてき</rt></ruby>です。,<ol><li>彼女（かのじょ）：指“她”，是常见的人称代词。日语中可用于恋人、朋友、陌生女性等。</li><li>の：表所属关系，连接名词“彼女”与“笑顔”。</li><li>笑顔（えがお）：意为“笑脸”“微笑的表情”，用来描述开心、友好时的面部表情。</li><li>が：主格助词，标明主语。“笑顔”是这句话的主语。</li><li>とても：副词，意思是“非常”，用来加强后面的形容词。</li><li>素敵（すてき）：形容动词，意为“美丽”“棒”“出色”。</li><li>です：礼貌形结句，相当于“是”。</li><li>语法知识：“AのB”句型表示“A的B”，如“彼女の笑顔”=“她的笑脸”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_笑顔.mp3]
描く,描绘,彼は美しい風景を描くのが好きだ。,他喜欢描绘美丽的风景。,<ruby>彼は<rt>かれは</rt></ruby><ruby>美しい<rt>うつくしい</rt></ruby><ruby>風景を<rt>ふうけいを</rt></ruby><ruby>描く<rt>えがく</rt></ruby><ruby>のが<rt>のが</rt></ruby><ruby>好きだ。<rt>すきだ。</rt></ruby>,<ol><li>彼（かれ）：指“他”，用于第三人称男性。</li><li>美しい（うつくしい）：形容词，意为“美丽的”。</li><li>風景（ふうけい）：名词，“风景”。“景色”也可用作“けしき”。</li><li>を：助词，表示动作的对象。</li><li>描く（えがく）：动词，意为“描绘、描写、画”。常用作艺术、绘画、比喻等场合。注意：同音词还有「画く（えがく）」用于具体作画，但日常多写作「描く」。</li><li>のが：由“の”+“が”组成，“の”将前面的动词变成名词化，“が”表示主语，这里表示“……的事情”。</li><li>好きだ（すきだ）：形容动词，表示“喜欢”。在句末常用です或だ结尾。</li></ol>,[sound:jlpt_vocabulary_in_sentence_描く.mp3]
餌,饲料,魚に餌をあげました。,我给鱼喂了饲料。,<ruby>魚<rt>さかな</rt></ruby>に<ruby>餌<rt>えさ</rt></ruby>を<ruby>あげました<rt>あげました</rt></ruby>。,<ol><li>魚（さかな）：意思是“鱼”，日常生活中常用的名词。</li><li>餌（えさ）：表示给动物吃的饲料、食物。用于鱼、鸟、宠物等动物。发音为「えさ」。</li><li>〜に：表示动作的对象，这里是“给鱼”。</li><li>〜を：宾格助词，标记动作的对象，这里指“餌”。</li><li>あげました：动词“あげる”（给，给予）的敬体过去式，用于表示“我给（别人或动物某物）”。</li><li>日本人一般用“餌”来指专供动物吃的食物，“給食”（きゅうしょく）则指人类的团体餐食，不要混淆。</li></ol>,[sound:jlpt_vocabulary_in_sentence_餌.mp3]
エネルギー,能源、能量,朝ごはんを食べてエネルギーを補給します。,吃了早餐补充能量。,<ruby>朝ごはん<rt>あさごはん</rt></ruby>を<ruby>食べて<rt>たべて</rt></ruby><ruby>エネルギー<rt>えねるぎー</rt></ruby>を<ruby>補給します<rt>ほきゅうします</rt></ruby>。,<ol><li>朝ごはん（あさごはん）：早餐。由「朝」（早晨）和「ごはん」（米饭、饭食）组成。</li><li>を：宾格助词，表示动作的对象。</li><li>食べて（たべて）：动词「食べる」（吃）的て形，用于连接后续动作。</li><li>エネルギー（えねるぎー）：从英语“energy”借用的外来语，指能量、精力、能源等。</li><li>補給します（ほきゅうします）：动词「補給する」（补给、补充）的礼貌形。「補」（补充）＋「給」（给与）。</li><li>语法点：「〜て〜」结构，表示先后发生的动作，此句中表示“吃了早饭，接着补充能量”的意思。实际上「朝ごはんを食べてエネルギーを補給します」可以理解为“通过吃早饭来补充能量”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_エネルギー.mp3]
得る,获得、得到,彼は新しい知識を得るために本を読む。,他为了获得新知识而读书。,<ruby>彼は<rt>かれは</rt></ruby><ruby>新しい<rt>あたらしい</rt></ruby><ruby>知識を<rt>ちしきを</rt></ruby><ruby>得る<rt>える</rt></ruby>ために<ruby>本を<rt>ほんを</rt></ruby><ruby>読む。<rt>よむ。</rt></ruby>,<ol><li>彼（かれ）：他，第三人称男性代词。</li><li>新しい（あたらしい）：新的。</li><li>知識（ちしき）：知识，信息。</li><li>得る（える）：表示“获得、得到”。接在名词或者动词连体形后，表示“获得某事物”或“能够做到某事”。</li><li>〜ために：表示目的、为了……。</li><li>本（ほん）：书。</li><li>読む（よむ）：读。</li><li>本句语法结构常常用于表达“通过某种行动来获取成果、知识、经验”等，‘得る（える）’还可以读作‘うる’，但在实际口语和日常用法中，多用于‘える’。TTS 有时会错读成うる，应注意区分。</li></ol>,[sound:jlpt_vocabulary_in_sentence_得る.mp3]
得る,得到、获得,彼は大きな賞を得ることができた。,他成功获得了大奖。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>大きな<rt>おおきな</rt></ruby><ruby>賞<rt>しょう</rt></ruby>を<ruby>得る<rt>える</rt></ruby>ことができた。,<ol><li>彼（かれ）：他，指男性（第三人称单数）。</li><li>は：主题助词，表示句子的主题。</li><li>大きな：形容词，意思是“大”，一般修饰名词时用“な”形。</li><li>賞（しょう）：名词，奖、奖品。</li><li>を：宾语助词，接在宾语后面，表示动作的对象。</li><li>得る（える）：动词，意思是“得到、获得”。可以形容得到奖品、认可、机会等。</li><li>ことができた：固定表达，表示“能够做到～”。“こと”使动词名词化，“できた”表示过去能够实现。</li><li>本句常用于表示通过努力或机会获得了某个成就。“得る”还可以读作“うる”，但作“可能形”或者正式用法时多用“える”。语音合成时请注意，“える”不是“うる”的说法。</li></ol>,[sound:jlpt_vocabulary_in_sentence_得る.mp3]
円,日元,財布に百円しかありません。,钱包里只剩下100日元。,<ruby>財布<rt>さいふ</rt></ruby>に<ruby>百円<rt>ひゃくえん</rt></ruby>しか<ruby>ありません<rt>ありません</rt></ruby>。,<ol><li>財布（さいふ）：意思是“钱包”。</li><li>に：表示地点或存在的对象，这里指“在钱包里”。</li><li>百円（ひゃくえん）：金额数，表示“100日元”。日元（円）是日本的货币单位。</li><li>しか～ない：表示限定，意思是“只…有…”，常与否定连用。</li><li>ありません：动词“ある”的否定形，表无生命物的存在，这里表示“没有”。</li><li>语法点：<ul><li>“しか”后面一定要用否定形式，与“だけ”不同，“だけ”可以接肯定或否定。</li></ul></li><li>文化背景：在实际使用中，“円”为日本的法定货币单位，日语发音为“えん”。在口语和书写时经常会与数字连用，如“百円”、“五千円”等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_円.mp3]
延期,推迟,会議は延期されました。,会议被推迟了。,<ruby>会議<rt>かいぎ</rt></ruby>は<ruby>延期<rt>えんき</rt></ruby><ruby>されました<rt>されました</rt></ruby>。,<ol><li>会議（かいぎ）：会议，相当于汉语的“会议”。</li><li>は：主题助词，提示句子主题，发音为“わ”。</li><li>延期（えんき）：指推迟、延后做某事，常用于正式场合。</li><li>されました：是動詞「する」的被动态过去式，表示“被…了”的意思，这里表示“被推迟了”。</li><li>日语中正式通知事件变更时常用「延期されました」表达，语气客观且委婉。</li></ol>,[sound:jlpt_vocabulary_in_sentence_延期.mp3]
演技,表演技巧,彼の演技はとても自然でした。,他的表演非常自然。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>演技<rt>えんぎ</rt></ruby>はとても<ruby>自然<rt>しぜん</rt></ruby>でした。,<ol><li>彼（かれ）：第三人称男性代词，表示“他”。</li><li>演技（えんぎ）：表示演员的表演技巧或演出。</li><li>は：提示助词，标明主题。</li><li>とても：副词，意思是“非常”。</li><li>自然（しぜん）：名词或形容动词，这里形容表演“自然、不做作”。</li><li>でした：是「です」的过去时，表示过去的状态，语气正式有礼貌。</li><li>本句为AはBです的基本判断句，常用来表达某一事物的性质或状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_演技.mp3]
援助,支援,国際機関が援助を提供した。,国际机构提供了援助。,<ruby>国際機関<rt>こくさいきかん</rt></ruby>が<ruby>援助<rt>えんじょ</rt></ruby>を<ruby>提供した<rt>ていきょうした</rt></ruby>。,<ol><li>国際機関（こくさいきかん）：指“国际机构”，如联合国等组织。</li><li>が：主语助词，表示主语“国際機関”。</li><li>援助（えんじょ）：意为“支援、援助”，在正式或书面语中常用。</li><li>を：宾语助词，标记宾语“援助”。</li><li>提供した（ていきょうした）：动词“提供”的过去式，表示已经提供。</li><li>语法说明：本句是基本的主谓宾结构，表达“某方提供援助”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_援助.mp3]
エンジン,引擎,新しいエンジンはとても静かです。,新发动机非常安静。,<ruby>新しい<rt>あたらしい</rt></ruby>エンジンはとても<ruby>静か<rt>しずか</rt></ruby>です。,<ol><li>新しい（あたらしい）：形容词，表示“新的”。常用于描述事物的新旧。</li><li>エンジン：外来词，指“引擎、发动机”。来源于英文engine。</li><li>は：助词，表示主题，一般用于强调主题。</li><li>とても：副词，表示“非常、很”。</li><li>静か（しずか）：形容动词，表示“安静”。</li><li>です：敬体句末助动词，使句子表达礼貌。</li><li>外来语エンジン在日语多用于机械、汽车等语境。</li></ol>,[sound:jlpt_vocabulary_in_sentence_エンジン.mp3]
演説,演讲,彼は堂々と演説をした。,他堂堂正正地进行了演讲。,<ruby>彼は<rt>かれは</rt></ruby><ruby>堂々と<rt>どうどうと</rt></ruby><ruby>演説<rt>えんぜつ</rt></ruby>をした。,<ol><li>彼（かれ）：第三人称代词，意为“他”。</li><li>は：主题助词，标示主语。</li><li>堂々と（どうどうと）：副词，指“堂堂正正地、理直气壮地”。</li><li>演説（えんぜつ）：名词，意为“演讲、演说”。</li><li>を：宾语助词，连接动词和前面的宾语。</li><li>した：动词“する”的过去式，表示“做了...”。</li><li>语法说明：1）“〜をする”结构，表示进行某项活动，“演説をする”=“演讲”。2）“堂々と”作为副词修饰动词，表达动作气势磅礴、充满自信。</li></ol>,[sound:jlpt_vocabulary_in_sentence_演説.mp3]
演奏,演奏,彼はピアノを演奏します。,他演奏钢琴。,<ruby>彼<rt>かれ</rt></ruby>はピアノを<ruby>演奏<rt>えんそう</rt></ruby>します。,<ol><li>彼（かれ）：第二人称代词，指“他”。</li><li>は：主题助词，表明主语。</li><li>ピアノ：外来词，意为“钢琴”。</li><li>を：宾语助词，标记动作对象。</li><li>演奏（えんそう）：表示用乐器演出或表演音乐。</li><li>します：する（做）的敬体形式，表动作发生。</li><li>日语中动词“演奏する”通常用于音乐或器乐表演，汉语也叫“演奏”，不可用于表演戏剧。</li></ol>,[sound:jlpt_vocabulary_in_sentence_演奏.mp3]
老い,衰老,老いは誰にも訪れるものです。,衰老会降临到每个人身上。,<ruby>老い<rt>おい</rt></ruby>は<ruby>誰<rt>だれ</rt></ruby>にも<ruby>訪れる<rt>おとずれる</rt></ruby>ものです。,<ol><li>老い（おい）：名词，意为“衰老”或“年老”。常用于描述人或生物随着年龄增长逐渐变老的状态。</li><li>誰にも（だれにも）：意为“对任何人也……”，这里的“も”起加强语气的作用。</li><li>訪れる（おとずれる）：动词，表示“来临”、“到来”。这是自动词，写法“訪ねる（たずねる）”与其不同，后者指“访问”某地。</li><li>ものです：表示一种道理，意思为“……是常有的”或者“……很正常”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_老い.mp3]
追い付く,赶上,電車に追い付くために走りました。,为了赶上电车跑了过去。,<ruby>電車<rt>でんしゃ</rt></ruby>に<ruby>追い付く<rt>おいつく</rt></ruby>ために<ruby>走りました<rt>はしりました</rt></ruby>。,<ol><li>電車（でんしゃ）：指电车或火车，日常交通工具。</li><li>に：表示动作的目的、方向，译为“向、为了”。</li><li>追い付く（おいつく）：动词，意思是“赶上”，多指速度或进展与前方的人或物达到同一水平。</li><li>ために：表示目的，相当于“为了”。</li><li>走りました（はしりました）：“走る”的过去式，意为“跑了”。<br>语法点：动词基本形＋ために，表示目的；“追い付く”是五段动词，注意音读为“おいつく”，不是“おいづく”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_追い付く.mp3]
王,国王,王は国を治めています。,国王治理着国家。,<ruby>王<rt>おう</rt></ruby>は<ruby>国<rt>くに</rt></ruby>を<ruby>治めています<rt>おさめています</rt></ruby>。,<ol><li>王（おう）：意为“国王”，指一国之君。注意日语读音为“おう”，有别于汉语普通话发音。</li><li>は：主题助词，表示句子的主题，相当于“是”。</li><li>国（くに）：意思是“国家、国土”。</li><li>を：宾语助词，标记动作的对象。</li><li>治めています（おさめています）：动词“治める（おさめる）”的ている形，表示动作正在持续，意为“正在治理”。常用于描述正在进行的状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_王.mp3]
追う,追赶,彼は夢を追うことを諦めなかった。,他没有放弃追逐梦想。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>夢<rt>ゆめ</rt></ruby>を<ruby>追う<rt>おう</rt></ruby>ことを<ruby>諦めなかった<rt>あきらめなかった</rt></ruby>。,<ol><li>彼（かれ）：指“他”，用来代指说话人以外的男性。</li><li>夢（ゆめ）：梦想、梦。</li><li>追う（おう）：动词，意思是“追、追赶、追逐”，可以用于具体动作（追赶某物、某人）或抽象意义（追求梦想）。这里用的是抽象意义。</li><li>ことを：结构“动词原形+こと”将动词名词化，表示“做某事”这件事，后面的“を”为宾语助词。</li><li>諦めなかった（あきらめなかった）：动词“諦める（あきらめる）”的否定过去式，意思是“没有放弃”，表示否定过去发生的行为。</li><li>本句的文法结构为「〜を諦めなかった」，表示“没有放弃〜”。全句表达了坚持追梦，不放弃的意志。</li></ol>,[sound:jlpt_vocabulary_in_sentence_追う.mp3]
応援,支持、加油,彼は友達を応援しています。,他正在支持朋友。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>を<ruby>応援<rt>おうえん</rt></ruby>しています。,<ol><li>彼（かれ）：他，指男性。</li><li>は：主题助词，标记主语“彼”。</li><li>友達（ともだち）：朋友。</li><li>を：宾语助词，标记“友達”为动作的对象。</li><li>応援（おうえん）：名词，意思是“加油、支持、声援”。日常也用作动词，如“応援する”。</li><li>しています：用「ている」形式表示正在进行的动作，「応援する」的て形是「応援して」，加上「います」构成现在进行时“正在……”。</li><li>日本文化中“応援”常用于体育比赛、考试等场合，为他人加油时常说“頑張って（がんばって）”或“応援しています”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_応援.mp3]
王様,国王,昔、ある国に王様がいました。,很久以前，有一个国家有国王。,<ruby>昔<rt>むかし</rt></ruby>、ある<ruby>国<rt>くに</rt></ruby>に<ruby>王様<rt>おうさま</rt></ruby>が<ruby>いました<rt>いました</rt></ruby>。,<ol><li>昔（むかし）：表示很久以前、从前。</li><li>ある：有、存在，用于非特指、某个的意思。</li><li>国（くに）：国家。</li><li>に：助词，表示动作发生的地点。</li><li>王様（おうさま）：国王、王。王（おう）的尊称形式「様」表示尊敬，有时也用在童话或历史故事中描述国王，带有明显的尊重和故事感。</li><li>が：提示主语的助词。</li><li>いました：「いる」的过去式敬体，用于有生命物体的存在。</li><li>日语中「いました」强调主语一度存在于过去，常用于故事的开头。</li></ol>,[sound:jlpt_vocabulary_in_sentence_王様.mp3]
王子,王子,王子は城に住んでいます。,王子住在城堡里。,<ruby>王子<rt>おうじ</rt></ruby>は<ruby>城<rt>しろ</rt></ruby>に<ruby>住んで<rt>すんで</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>王子（おうじ）：指国王的儿子，即“王子”。</li><li>城（しろ）：意为“城堡”或“城”。</li><li>住んでいます：动词“住む（すむ）”的て形“住んで”加上“います”，表示动作的持续，意思是“现在正居住”。</li><li>助词“に”：表示动作发生的场所。</li><li>“は”：主题助词，“王子”为本句的主题。</li></ol>,[sound:jlpt_vocabulary_in_sentence_王子.mp3]
応じる,回应,先生は学生の質問に応じる。,老师回应学生的问题。,<ruby>先生<rt>せんせい</rt></ruby>は<ruby>学生<rt>がくせい</rt></ruby>の<ruby>質問<rt>しつもん</rt></ruby>に<ruby>応じる<rt>おうじる</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>は：主题助词，表明主语。</li><li>学生（がくせい）：学生。</li><li>の：连接词，表所属关系，相当于“的”。</li><li>質問（しつもん）：问题，疑问。</li><li>に：表示动作的对象，用于受格助词，这里表示“对……”。</li><li>応じる（おうじる）：自下一动词，意思是“回应、回答、应对”。可以用于人物、需求、变化等多种对象。其常见用法还有「要求（ようきゅう）に応じる」（响应要求）。发音为「おうじる」，注意不是「おんじる」。</li><li>。表示句末。</li><li>语法结构：“〜に応じる”表示根据或回应某个事物进行相应的动作，常用于正式用法。</li></ol>,[sound:jlpt_vocabulary_in_sentence_応じる.mp3]
横断,横穿,彼は道路を横断しました。,他横穿了马路。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>道路<rt>どうろ</rt></ruby>を<ruby>横断<rt>おうだん</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,<ol><li>彼（かれ）：指“他”，日语中常用于表示第三人称，男性。</li><li>道路（どうろ）：意思为“马路、道路”。</li><li>を：宾格助词，表示动作的对象。</li><li>横断（おうだん）：名词及动词，表示“横穿、横越”，常用来描述横向通过道路、河流等。</li><li>しました：是「する」的过去式，表示已经完成的动作。</li><li>语法说明：动词ます形的过去式「ました」表示动作已经发生。</li><li>在日本，“横断歩道（おうだんほどう）”指的是斑马线，行人应通过横断歩道安全横穿道路。</li></ol>,[sound:jlpt_vocabulary_in_sentence_横断.mp3]
