Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
下る,下降,川を下る小舟が見えました。,我看见了一艘顺流而下的小船。,<ruby>川<rt>かわ</rt></ruby>を<ruby>下る<rt>くだる</rt></ruby><ruby>小舟<rt>こぶね</rt></ruby>が<ruby>見えました<rt>みえました</rt></ruby>。,<ol><li>川（かわ）：河流。</li><li>下る（くだる）：从高处向低处移动，本句指船顺流而下。</li><li>小舟（こぶね）：小船。</li><li>「〜を下る」：表示沿着某个方向移动，常用在河流、道路等。</li><li>が：主语助词，标明主语“船”。</li><li>見えました（みえました）：“看到”的礼貌过去式，表示过去发生的看到某物的动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_下る.mp3]
字,文字、字,子供は字を上手に書けます。,孩子能把字写得很好。,<ruby>子供<rt>こども</rt></ruby>は<ruby>字<rt>じ</rt></ruby>を<ruby>上手<rt>じょうず</rt></ruby>に<ruby>書けます<rt>かけます</rt></ruby>。,<ol><li>子供（こども）：小孩、孩子。</li><li>は：提示主题的助词，表示“是……”。</li><li>字（じ）：汉字或假名统称为字。</li><li>を：宾语助词，表示动作所作用的对象。</li><li>上手（じょうず）：擅长、做得好。</li><li>に：副助词，用来修饰后面的动词，表方式。</li><li>書けます（かけます）：动词“書く（かく）”的可能态，表示“能写”。</li><li>本句语法点：“~を上手に書けます”为“能把……写得很好”，常用于表达能力。</li></ol>,[sound:jlpt_vocabulary_in_sentence_字.mp3]
アジア,亚洲,私はアジアを旅行しました。,我去亚洲旅行过。,<ruby>私<rt>わたし</rt></ruby>はアジアを<ruby>旅行<rt>りょこう</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,<ol><li>私（わたし）：第一人称代词，意思是“我”。</li><li>は：主题助词，标记句子的主题。</li><li>アジア：外来词，表示“亚洲”。</li><li>を：宾语助词，标记动作的对象，即“亚洲”。</li><li>旅行（りょこう）：动词“旅行”的名词形。</li><li>しました：动词“する”的过去式“しました”，表示过去发生的动作。</li><li>本句语法结构为“私はAをBしました”，表示“我对A进行了B”。</li><li>外来词“アジア”为片假名，多用于地名、外来名词等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_アジア.mp3]
褒める,表扬,先生が私を褒めました。,老师表扬了我。,<ruby>先生<rt>せんせい</rt></ruby>が<ruby>私<rt>わたし</rt></ruby>を<ruby>褒めました<rt>ほめました</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>が：主格助词，表示主语。</li><li>私（わたし）：我。</li><li>を：宾格助词，表示动作的对象。</li><li>褒めました（ほめました）：动词「褒める」的过去式，表示“表扬了”。</li><li>日语中，当老师夸奖学生时常使用「褒める」。该句型结构为“主语（が）+ 受词（を）+ 动词”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_褒める.mp3]
あ,啊；哎,あ、それは私の本です。,啊，那是我的书。,<ruby>あ<rt>あ</rt></ruby>、<ruby>それは<rt>それは</rt></ruby><ruby>私<rt>わたし</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>本<rt>ほん</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>あ：感叹词，用于表示惊讶、突然发现或引起注意，相当于中文的“啊”。</li><li>それは：それ（表示事物离听话人近的“那”）+は（主题助词）。</li><li>私（わたし）：我的意思。</li><li>の：表示所属关系，相当于“的”。</li><li>本（ほん）：书。</li><li>です：礼貌的断定助动词，表达礼貌语气。</li><li>语法知识：助词“の”连接名词，表示所属；“です”作为句末礼貌用语。</li></ol>,[sound:jlpt_vocabulary_in_sentence_あ.mp3]
最も,最，最为,この問題が最も難しいです。,这个问题最难。,<ruby>この<rt>この</rt></ruby><ruby>問題<rt>もんだい</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>最も<rt>もっとも</rt></ruby><ruby>難しい<rt>むずかしい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>この：连体词，表示“这个”。</li><li>問題（もんだい）：名词，意思是“问题”。</li><li>が：格助词，表示主语。</li><li>最も（もっとも）：副词，表示“最，极其”。用于形容词或副词前，强调最高程度。</li><li>難しい（むずかしい）：形容词，“难”。</li><li>です：礼貌体结尾助动词。</li><li>语法：句型“〜が最も〜です”，表达“……最……”。如“夏が最も暑いです”（夏天最热）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_最も.mp3]
合う,符合、适合,この服は私に合います。,这件衣服适合我。,<ruby>この<rt>この</rt></ruby><ruby>服<rt>ふく</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>に<ruby>合います<rt>あいます</rt></ruby>。,<ol><li>この：指示词，意为“这个”。</li><li>服（ふく）：名词，表示“衣服”。</li><li>は：主题助词，表示句子的主题。</li><li>私（わたし）：第一人称代词，意为“我”。</li><li>に：表示对象、方向等，这里表示动作的对象“对我”。</li><li>合います（あいます）：动词“合う”的ます形，表示“适合、吻合”。“合う”常用作补助动词，表示动作的互相对应或适合。</li><li>本句句型“〜に合う”表示“适合于……”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_合う.mp3]
～代,费用；时代,水道代は毎月支払います。,自来水费每月都要支付。,<ruby>水道代<rt>すいどうだい</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>毎月<rt>まいつき</rt></ruby><ruby>支払います<rt>しはらいます</rt></ruby>。,<ol><li>水道代（すいどうだい）：水道（水费）+ 代（费用）；指自来水费。<br>每月（まいつき）：每个月。<br>支払います（しはらいます）：动词“支付”的礼貌形。</li><li>「～代」用法：接在名词后，表示费用、开支，如「電話代」（电话费）、「電気代」（电费）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～代.mp3]
最後,最后,最後にもう一度説明します。,最后再说明一次。,<ruby>最後<rt>さいご</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>もう一度<rt>もういちど</rt></ruby><ruby>説明<rt>せつめい</rt></ruby><ruby>します<rt>します</rt></ruby>。,<ol><li>最後（さいご）：表示顺序或时间上的“最后”。</li><li>に：日语助词，接在时间、顺序、地点等之后，表示某一时间点或顺序。</li><li>もう一度（もういちど）：意思是“再一次”。</li><li>説明（せつめい）します：动词“解释、说明”，“します”为“する”的敬体。</li><li>本句型为“名词+に+动词”，常用于表明在某一时间点或顺序时进行某动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_最後.mp3]
値段,价格,この店の値段は安いです。,这家店的价格很便宜。,この<ruby>店<rt>みせ</rt></ruby>の<ruby>値段<rt>ねだん</rt></ruby>は<ruby>安い<rt>やすい</rt></ruby>です。,<ol><li>値段（ねだん）：名词，意思是“价格、价钱”。</li><li>この店（みせ）：“这家店”。“この”是指示词，表示离说话人近的事物；“店”指商店。</li><li>安い（やすい）：“便宜”。形容词。</li><li>“は”是主题助词，标记句子的主题。</li><li>“です”是礼貌句末助动词，用于敬体。</li></ol>,[sound:jlpt_vocabulary_in_sentence_値段.mp3]
退院,出院,彼は昨日退院しました。,他昨天出院了。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>昨日<rt>きのう</rt></ruby><ruby>退院<rt>たいいん</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>は：助词，表示主题。</li><li>昨日（きのう）：昨天。</li><li>退院（たいいん）：出院，从医院返回家里。</li><li>しました：为「する」的敬体过去式，表示已经做了某事。</li><li>「退院する」意思为“出院”。在日本，出院手续通常较为正式，需要医生允许后方可离开。</li></ol>,[sound:jlpt_vocabulary_in_sentence_退院.mp3]
展覧会,展览会,昨日、展覧会に行きました。,昨天我去了展览会。,<ruby>昨日<rt>きのう</rt></ruby>、<ruby>展覧会<rt>てんらんかい</rt></ruby>に<ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>昨日（きのう）：表示“昨天”。</li><li>展覧会（てんらんかい）：意思为“展览会”。</li><li>に：日语助词，表示动作的目的地或到达的地方，这里表示“去展览会”。</li><li>行きました（いきました）：行く（いく）的过去式敬体，意为“去了”。</li><li>日语常见句型：『[目的地]に行きます』，意思是“去某地”。助词「に」用于指明目的或到达点。</li></ol>,[sound:jlpt_vocabulary_in_sentence_展覧会.mp3]
久しぶり,好久不见,久しぶりに友達に会いました。,很久没见到朋友了。,<ruby>久しぶり<rt>ひさしぶり</rt></ruby>に<ruby>友達<rt>ともだち</rt></ruby>に<ruby>会いました<rt>あいました</rt></ruby>。,<ol><li>久しぶり（ひさしぶり）：副词，表示“很久”或“好久不见”。用于描述某件事情隔了很长时间再次发生。</li><li>友達（ともだち）：名词，意思是“朋友”。</li><li>会いました（あいました）：动词“会う（あう，见面）”的过去式，表示“见到了”“遇到了”。</li><li>语法结构：“久しぶりに”表示“时隔很久……”，后面接动词，表达某动作经过很久后再发生。</li></ol>,[sound:jlpt_vocabulary_in_sentence_久しぶり.mp3]
カーテン,窗帘,窓にカーテンをかけました。,我在窗户上挂上了窗帘。,<ruby>窓<rt>まど</rt></ruby>にカーテンを<ruby>かけました<rt>かけました</rt></ruby>。,<ol><li>窓（まど）：名词，意思是“窗户”。</li><li>に：助词，表示动作的目标或对象，本句中指“在窗上”。</li><li>カーテン：名词，外来语，意思是“窗帘”。</li><li>を：助词，表示动作的直接对象，这里指“挂窗帘”。</li><li>かけました：动词“かける”（挂、加、戴等）的礼貌过去式，表示已经进行该动作。</li><li>动词ます形的过去式“ました”，表示动作已经完成，体现礼貌。</li><li>句子的结构为“场所に物をかける”，意为“在某处挂某物”。日本人习惯在窗上挂窗帘以保护隐私和防晒。</li></ol>,[sound:jlpt_vocabulary_in_sentence_カーテン.mp3]
汽車,火车,汽車で遠くまで行きます。,我乘火车去远方。,<ruby>汽車<rt>きしゃ</rt></ruby>で<ruby>遠く<rt>とおく</rt></ruby>まで<ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>汽車（きしゃ）：指以蒸汽为动力的火车，在现代日语中有时也泛指一般火车，但现代多叫電車（でんしゃ）。</li><li>で：表示手段、工具，这里表示乘坐汽車。</li><li>遠く（とおく）：表示距离远的地方，是“远”的名词化用法。</li><li>まで：表示动作的到达点。“到……为止”。</li><li>行きます（いきます）：“去”，表示到某地移动。</li><li>语法：句子结构为“交通工具+で+目的地+まで+行きます”，表示“乘……去……”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_汽車.mp3]
遅れる,迟到,電車に遅れると困ります。,如果错过电车会很麻烦。,<ruby>電車<rt>でんしゃ</rt></ruby>に<ruby>遅れる<rt>おくれる</rt></ruby>と<ruby>困ります<rt>こまります</rt></ruby>。,<ol><li>電車（でんしゃ）：火车、电车。</li><li>に：表示动作的目标或目的地，这里指“因/赶上电车”。</li><li>遅れる（おくれる）：动词，意思是“迟到”或“来不及”。</li><li>と：表示条件，“如果……的话”。</li><li>困ります（こまります）：动词“困る”的敬体，表示“为难、麻烦”。</li><li>语法点：“AとB”表示“如果A，则B”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_遅れる.mp3]
見つかる,被发现,なくした鍵が見つかりました。,丢失的钥匙被找到了。,<ruby>なくした<rt>なくした</rt></ruby><ruby>鍵<rt>かぎ</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>見つかりました<rt>みつかりました</rt></ruby>。,<ol><li>なくした：动词「なくす」（丢失）的过去式，表示“丢失了”。</li><li>鍵（かぎ）：名词，“钥匙”。</li><li>が：表示主语的助词。</li><li>見つかりました：「見つかる」的过去敬体形式，表示“被找到了/被发现了”。见つかる为自动词，常用于某物被动地被发现。</li><li>这句语序习惯：日语多用被动表达，强调“东西自己出现”，符合日本文化中强调事物状态而非人的主动行为。</li></ol>,[sound:jlpt_vocabulary_in_sentence_見つかる.mp3]
召し上がる,吃；喝(敬语),先生は朝ご飯を召し上がりました。,老师吃了早饭。,<ruby>先生<rt>せんせい</rt></ruby>は<ruby>朝ご飯<rt>あさごはん</rt></ruby>を<ruby>召し上がりました<rt>めしあがりました</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>は：主题助词，表示主语。</li><li>朝ご飯（あさごはん）：早餐、早饭。</li><li>を：宾语助词，标记动作对象。</li><li>召し上がりました（めしあがりました）：动词「召し上がる」的过去式，「召し上がる」为「食べる／飲む」的敬语，用于对他人（通常是长辈、上司等）的尊敬表达。</li><li>日语中表达敬意时多使用尊他语（敬语），如「召し上がる」就是食用、饮用时对对象的尊敬表达方式，一般不用在自己身上。</li></ol>,[sound:jlpt_vocabulary_in_sentence_召し上がる.mp3]
太る,变胖,最近太ってきました。,最近变胖了。,<ruby>最近<rt>さいきん</rt></ruby><ruby>太って<rt>ふとって</rt></ruby><ruby>きました<rt>きました</rt></ruby>。,<ol><li>最近（さいきん）：表示最近、近来。</li><li>太って（ふとって）：「太る」的て形，表示变胖。「～てくる」表示状态的变化，常译为“变得……”</li><li>きました：助动词「くる」的ます形，接在て形动词后，表现动作或状态到目前为止已经发生或完成。</li></ol>,[sound:jlpt_vocabulary_in_sentence_太る.mp3]
注射,打针,病院で注射を受けました。,我在医院打了针。,<ruby>病院<rt>びょういん</rt></ruby>で<ruby>注射<rt>ちゅうしゃ</rt></ruby>を<ruby>受けました<rt>うけました</rt></ruby>。,<ol><li>病院（びょういん）：医院。</li><li>で：格助词，表示动作发生的场所。</li><li>注射（ちゅうしゃ）：打针，注射。</li><li>を：宾格助词，表示动作的对象。</li><li>受けました（うけました）：动词「受ける」的过去敬体形式，表示接受某种行为。</li><li>句型：“Aで Bを 受けました”表示“在A接受了B”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_注射.mp3]
様,样子；方式,彼の話し方には自信の様が見える。,从他的说话方式中可以看出自信的样子。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>話し方<rt>はなしかた</rt></ruby>には<ruby>自信<rt>じしん</rt></ruby>の<ruby>様<rt>よう</rt></ruby>が<ruby>見える<rt>みえる</rt></ruby>。,<ol><li>彼（かれ）：他。</li><li>話し方（はなしかた）：说话方式。</li><li>自信（じしん）：自信。</li><li>様（よう）：表示样子、状态。常用于名词后，表示“……的样子、……的情况”。</li><li>見える（みえる）：看得见，能看出。语法上为可能动词形。</li><li>语法：“Aの様（よう）”用于描述A的样子、状态或气质。</li></ol>,[sound:jlpt_vocabulary_in_sentence_様.mp3]
～おき,隔一段时间,薬は六時間おきに飲んでください。,请每隔六小时吃一次药。,<ruby>薬<rt>くすり</rt></ruby>は<ruby>六時間おき<rt>ろくじかんおき</rt></ruby>に<ruby>飲んで<rt>のんで</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,<ol><li>薬（くすり）：药。</li><li>は：助词，主语标记。</li><li>六時間おき（ろくじかんおき）：每隔六小时。其中「～おき」表示“每隔……”的意思，用在表示间隔的数量词后面。</li><li>に：时间点助词，表示动作发生的时间。</li><li>飲んで（のんで）：动词「飲む」的て形，连续用法或请求用法。</li><li>ください：表示请对方做某事，礼貌请求。</li><li>语法：“～おき”表示动作或事情每隔一定的时间或者次数发生一次。例如「二日おき」（每隔两天）、 「一時間おき」（每隔一小时）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～おき.mp3]
最初,最初，开始,最初は誰でも緊張します。,一开始谁都会紧张。,<ruby>最初<rt>さいしょ</rt></ruby>は<ruby>誰でも<rt>だれでも</rt></ruby><ruby>緊張<rt>きんちょう</rt></ruby><ruby>します<rt>します</rt></ruby>。,<ol><li>最初（さいしょ）：表示“最初、开始”。用作名词，常用于表示事情的开端。</li><li>誰でも（だれでも）：表示“无论是谁”。“でも”用法表示泛指。</li><li>緊張します（きんちょうします）：动词“緊張する”的敬体形式，意思是“紧张”。</li><li>“は”是主题助词，突出说明“最初”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_最初.mp3]
御～,敬语前缀,お茶を飲みます。,喝茶。,<ruby>お茶<rt>おちゃ</rt></ruby>を<ruby>飲みます<rt>のみます</rt></ruby>。,<ol><li>お（御）：用于名词、部分动词前，体现对对象的尊敬或礼貌。例如「お茶」（おちゃ，茶）、「お元気」（おげんき，健康）。是日语常用敬语前缀之一。</li><li>を：格助词，表示动作的对象，接在名词或宾语后。</li><li>飲みます：动词「飲む」（のむ，喝）的礼貌形。日常生活表达。</li><li>“お茶”文化：喝茶在日本是一种礼仪与日常习惯，并且在用语上常加“お”体现尊敬和礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_御～.mp3]
安心,安心，放心,彼の無事を聞いて安心しました。,听说他平安无事，我放心了。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>無事<rt>ぶじ</rt></ruby>を<ruby>聞いて<rt>きいて</rt></ruby><ruby>安心しました<rt>あんしんしました</rt></ruby>。,<ol><li>彼（かれ）：他，指代第三人称男性。</li><li>無事（ぶじ）：平安无事，安全。</li><li>を：表示宾语的助词。</li><li>聞いて（きいて）：动词「聞く」（听）的て形，表示并列或前后动作。</li><li>安心しました（あんしんしました）：动词「安心する」（安心，放心）的过去式第三人称表达，表示动作已经完成。</li><li>句子语法：通过「て形」连接前后两个动作，表达因前项「听到他无事」而产生后项「安心」的心理状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_安心.mp3]
直る,修好，恢复,壊れた時計が直りました。,坏掉的钟修好了。,<ruby>壊れた<rt>こわれた</rt></ruby><ruby>時計<rt>とけい</rt></ruby>が<ruby>直りました<rt>なおりました</rt></ruby>。,<ol><li>壊れた：动词壊れる（こわれる，坏掉）的过去式，修饰后面的名词，表示“坏掉的”。</li><li>時計（とけい）：名词，钟表。</li><li>が：助词，表示主语。</li><li>直りました：动词直る（なおる，修好、变好）的ます形过去式，表示“修好了”或“恢复了”。其原型为「直る」，属于自动词，用于无意识地恢复、修复。</li><li>句中表达坏的东西被修好时，常用「直る」而不是他动词「直す」（なおす，修理），前面用「が」接主语。</li></ol>,[sound:jlpt_vocabulary_in_sentence_直る.mp3]
集める,收集,切手を集めるのが好きです。,我喜欢收集邮票。,<ruby>切手<rt>きって</rt></ruby>を<ruby>集める<rt>あつめる</rt></ruby>のが<ruby>好き<rt>すき</rt></ruby>です。,<ol><li>切手（きって）：邮票。</li><li>を：助词，表示动作的对象。</li><li>集める（あつめる）：收集、集合。本句的谓语动词。</li><li>のが：将动词变成名词（动名词化），表“……的事情”。</li><li>好き（すき）：喜欢，名词性质，形容对前面内容有好感。</li><li>です：礼貌句末助动词。</li><li>“切手を集めるのが好き”表示“喜欢收集邮票”。动词“集める”是他动词，接宾语时用“を”。</li><li>在日本，收集邮票是一种流行的爱好，被称为“切手収集（きってしゅうしゅう）”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_集める.mp3]
直す,修理，改正,時計を直してもらいました。,我请人修理了手表。,<ruby>時計<rt>とけい</rt></ruby>を<ruby>直して<rt>なおして</rt></ruby><ruby>もらいました<rt>もらいました</rt></ruby>。,<ol><li>時計（とけい）：手表。</li><li>を：宾格助词，表示前面的名词为动作对象。</li><li>直して（なおして）：动词「直す」的て形，表示动作的连接或持续。</li><li>もらいました：动词「もらう」的敬体过去式，表示“得到，受……帮助”。て形+もらう，用于表达“请别人为自己做某事”。</li><li>本句型「〜て もらう」常用来体现别人为自己做某事，多含感谢意味，符合日本文化中礼貌表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_直す.mp3]
続く,持续,雨の日が三日間続きました。,下雨的日子持续了三天。,<ruby>雨<rt>あめ</rt></ruby>の<ruby>日<rt>ひ</rt></ruby>が<ruby>三日間<rt>みっかかん</rt></ruby><ruby>続きました<rt>つづきました</rt></ruby>。,<ol><li>雨（あめ）：名词，意思是雨。</li><li>の日：の表示所属或修饰，雨の日即“下雨的日子”。</li><li>が：主格助词，标记主语。</li><li>三日間（みっかかん）：表示“三天的时间”，三日（みっか）+ 间（かん，表示时间段）。</li><li>続きました（つづきました）：动词「続く」的ます形敬体过去式，表示某动作或状态“持续了”。</li><li>にちかん/みっかかん（时间段）：描述动作持续的时间。</li></ol>,[sound:jlpt_vocabulary_in_sentence_続く.mp3]
先輩,前辈,先輩は仕事が早いです。,前辈工作很快。,<ruby>先輩<rt>せんぱい</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>が<ruby>早い<rt>はやい</rt></ruby>です。,<ol><li>先輩（せんぱい）：指在学校、公司等集体中资格比自己老的人，即“前辈”。</li><li>は：提示主题的助词。</li><li>仕事（しごと）：工作、任务。</li><li>が：主语助词，强调“工作”这个动作的主体。</li><li>早い（はやい）：形容词，意思是“快”。</li><li>です：礼貌体结句助动词。</li><li>句子结构为“主语は+名词が+形容词+です”，用于表达某人或事物在某方面的特征。</li></ol>,[sound:jlpt_vocabulary_in_sentence_先輩.mp3]
約束,约定,明日会う約束をしました。,我们约定明天见面了。,<ruby>明日<rt>あした</rt></ruby><ruby>会う<rt>あう</rt></ruby><ruby>約束<rt>やくそく</rt></ruby>を<ruby>しました<rt>しました</rt></ruby>。,<ol><li>明日（あした）：表示“明天”。</li><li>会う（あう）：动词，表示“见面”。</li><li>約束（やくそく）：名词，意思是“约定”或“约会”。</li><li>〜をしました：表示做了某事，这里“約束をしました”是“进行了约定”。“〜をする”是固定搭配。</li><li>语序为“对象+を+しました”，约定的具体内容在“を”前面说明。</li></ol>,[sound:jlpt_vocabulary_in_sentence_約束.mp3]
世話,照顾,彼は犬の世話をしている。,他在照顾狗。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>犬<rt>いぬ</rt></ruby>の<ruby>世話<rt>せわ</rt></ruby>をしている。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>犬（いぬ）：狗。</li><li>の：表示所属关系，相当于“的”。</li><li>世話（せわ）：照顾、关照，名词，常指日常的照料。</li><li>を：宾格助词，表示动作的对象。</li><li>している：します的进行时，表示动作正在进行。</li><li>句型“〜の世話をする”：表示“照顾……”，如“子供の世話をする”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_世話.mp3]
近所,附近，邻居,近所の公園で友達と遊びました。,我在附近的公园和朋友玩了。,<ruby>近所<rt>きんじょ</rt></ruby>の<ruby>公園<rt>こうえん</rt></ruby>で<ruby>友達<rt>ともだち</rt></ruby>と<ruby>遊びました<rt>あそびました</rt></ruby>。,<ol><li>近所（きんじょ）：表示附近、邻近的地方，也可以指邻居。</li><li>の：连接名词，表示“的”。</li><li>公園（こうえん）：公园。</li><li>で：表示动作发生的场所。</li><li>友達（ともだち）：朋友。</li><li>と：和，表示并列或伴随。</li><li>遊びました（あそびました）：来自“遊ぶ”动词的敬体过去式，表示“玩了”。</li><li>语序为主语（通常省略）+时间/场所+对象+动词，日本日常用语经常会省略主语。</li></ol>,[sound:jlpt_vocabulary_in_sentence_近所.mp3]
将来,将来,私は将来医者になりたいです。,我将来想成为医生。,<ruby>私<rt>わたし</rt></ruby>は<ruby>将来<rt>しょうらい</rt></ruby><ruby>医者<rt>いしゃ</rt></ruby>になりたいです。,<ol><li>私（わたし）：第一人称，意为“我”。</li><li>将来（しょうらい）：名词，表示“将来、未来”。</li><li>医者（いしゃ）：名词，意思是“医生”。</li><li>に：助词，接在表示目标的名词后，表示成为某种身份。</li><li>なりたい：是“なる”（成为）的意志形“なりたい”，表示“想成为”。</li><li>です：敬体终助动词，表示礼貌。</li><li>句型“〜になりたい”：表示“想成为……”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_将来.mp3]
億,亿(10的8次方),日本の人口は一億人を超えています。,日本的人口超过了一亿人。,<ruby>日本<rt>にほん</rt></ruby>の<ruby>人口<rt>じんこう</rt></ruby>は<ruby>一億人<rt>いちおくにん</rt></ruby>を<ruby>超えています<rt>こえています</rt></ruby>。,<ol><li>日本（にほん）：日本国家名。</li><li>の：表示前后名词所属关系，相当于汉语的“的”。</li><li>人口（じんこう）：人口，人数。</li><li>は：主题助词，表示句子的主题。</li><li>一億人（いちおくにん）：一亿人，“億（おく）”表示一亿，常用于大的数位单位。</li><li>を：宾语助词，表示动作对象。</li><li>超えています（こえています）：动词“超える（こえる）”的ている形，表示动作或状态的持续，“已经超过”。</li><li>语法说明：“を超える”表示“超过（……的数量）”。“ている”表示状态的持续。</li><li>文化背景：“億（おく）”在日语中也是十的八次方，和中文一样，用于表达巨大数量，如人口、金额等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_億.mp3]
数学,数学,私は数学が得意です。,我擅长数学。,<ruby>私<rt>わたし</rt></ruby>は<ruby>数学<rt>すうがく</rt></ruby>が<ruby>得意<rt>とくい</rt></ruby>です。,<ol><li>私（わたし）：第一人称，意为“我”。</li><li>数学（すうがく）：表示“数学”，指代数学这一学科。</li><li>が：助词，表示主题范围外的主语，用于表明某个性质。</li><li>得意（とくい）：形容动词，这里意为“擅长”。</li><li>です：礼貌助动词（判断词），用于句末增加礼貌性。</li><li>语法点： '名词が得意です' 表达“擅长某事”，是固定用法，常和表示技能或科目的名词搭配。</li></ol>,[sound:jlpt_vocabulary_in_sentence_数学.mp3]
文化,文化,日本の文化はとても興味深いです。,日本的文化非常有趣。,<ruby>日本<rt>にほん</rt></ruby>の<ruby>文化<rt>ぶんか</rt></ruby>はとても<ruby>興味深い<rt>きょうみぶかい</rt></ruby>です。,<ol><li>日本（にほん）：国家名，日本。</li><li>の：助词，表示所属、的（的）。</li><li>文化（ぶんか）：名词，文化。</li><li>は：提示助词，标明主语。</li><li>とても：副词，非常。</li><li>興味深い（きょうみぶかい）：形容词，有趣、引人兴趣。</li><li>です：敬体句尾，用于礼貌表达。</li><li>语法结构“〜は〜です”是日语基本句型，表示主语的情况或属性。</li><li>日本的文化有茶道、和服、祭典等独特内容，是了解日本的重要窗口。</li></ol>,[sound:jlpt_vocabulary_in_sentence_文化.mp3]
払う,支付,店でお金を払いました。,我在店里付款了。,<ruby>店<rt>みせ</rt></ruby>で<ruby>お金<rt>おかね</rt></ruby>を<ruby>払いました<rt>はらいました</rt></ruby>。,<ol><li>店（みせ）：意思是“商店、店铺”。</li><li>で：表示动作发生的场所。</li><li>お金（おかね）：“钱，金钱”的意思。前面的「お」表示礼貌。</li><li>を：宾语助词，表示动作的对象。</li><li>払いました（はらいました）：动词「払う（はらう）」的过去式，「ました」用于礼貌表达。</li><li>「～ました」是动词ます形的过去时，表示有礼貌的过去动作或状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_払う.mp3]
習慣,习惯,毎朝散歩するのが私の習慣です。,每天早上散步是我的习惯。,<ruby>毎朝<rt>まいあさ</rt></ruby><ruby>散歩<rt>さんぽ</rt></ruby>するのが<ruby>私<rt>わたし</rt></ruby>の<ruby>習慣<rt>しゅうかん</rt></ruby>です。,<ol><li>毎朝（まいあさ）：每天早上。</li><li>散歩する（さんぽする）：散步，动词“散歩+する”表示进行散步。</li><li>のが：表示动作或状态作为主语，可以译为“……的事”。</li><li>私（わたし）の習慣（しゅうかん）：“我的习惯”。日语中“の”表示所属关系。习惯（習慣 しゅうかん）意为习惯、惯例。</li><li>です：敬体语尾，表示判断句，类似于中文“是”。</li><li>语法点：“AのがBです”常用于表达“A是B”，这里“A”是动词短语，“B”是名词。</li></ol>,[sound:jlpt_vocabulary_in_sentence_習慣.mp3]
焼ける,燃烧、晒黑,太陽で肌が焼けることがあります。,有时候皮肤会被太阳晒黑。,<ruby>太陽<rt>たいよう</rt></ruby>で<ruby>肌<rt>はだ</rt></ruby>が<ruby>焼ける<rt>やける</rt></ruby>ことが<ruby>あります<rt>あります</rt></ruby>。,<ol><li>太陽（たいよう）：太阳。</li><li>で：表示原因、手段，这里指“被太阳（晒）”。</li><li>肌（はだ）：皮肤。</li><li>が：主语助词，标明主语“肌”。</li><li>焼ける（やける）：自动词，表示“被烧、晒黑”；此句为肌“被晒黑”。</li><li>ことがあります：表达“有时会…”，表示某种情况偶尔发生。</li><li>完整句意为：有时候皮肤会因为太阳而晒黑。</li><li>日语“焼ける”既可指物品燃烧，也可指皮肤被阳光晒黑，常用于夏天或户外活动的场景。</li></ol>,[sound:jlpt_vocabulary_in_sentence_焼ける.mp3]
