Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
右,右边,駅の右に銀行があります。,车站的右边有银行。,<ruby>駅<rt>えき</rt></ruby>の<ruby>右<rt>みぎ</rt></ruby>に<ruby>銀行<rt>ぎんこう</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,<ol><li>駅（えき）：车站。</li><li>の：表所属或位置关系，连接名词，类似于“的”。</li><li>右（みぎ）：右边。</li><li>に：表示存在地点，译为“在……”。</li><li>銀行（ぎんこう）：银行。</li><li>が：主语助词，表示前项是句子主语。</li><li>あります：动词“ある”的敬体，表示无生命物体或植物的存在，用于“有”。</li><li>句子结构“名词A の 位置词 に 名词B が あります”用于描述某地位置关系，通常前面为参考物，后面为待寻找物。</li></ol>,[sound:jlpt_vocabulary_in_sentence_右.mp3]
短い,短的,彼の髪はとても短いです。,他的头发很短。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>髪<rt>かみ</rt></ruby>はとても<ruby>短い<rt>みじかい</rt></ruby>です。,<ol><li>彼（かれ）：他，第三人称男性指代。</li><li>髪（かみ）：头发。</li><li>は：提示助词，表示主题。</li><li>とても：很，非常，用来修饰形容词，表示程度高。</li><li>短い（みじかい）：形容词，表示长度短。上一形容词变化，结尾い。</li><li>です：礼貌结句助动词，表示敬意。</li><li>本句基本语序为「主语+は+宾语+形容词+です」，为典型日语描述句。</li></ol>,[sound:jlpt_vocabulary_in_sentence_短い.mp3]
水,水,水を毎日飲みます。,每天喝水。,<ruby>水<rt>みず</rt></ruby>を<ruby>毎日<rt>まいにち</rt></ruby><ruby>飲みます<rt>のみます</rt></ruby>。,<ol><li>水（みず）：表示水这一名词。</li><li>を：宾格助词，表示动作的对象。</li><li>毎日（まいにち）：副词，意思是每天。</li><li>飲みます（のみます）：动词“飲む（喝）”的敬体形式，表示喝的动作。</li><li>日语中宾语一般在动词前出现，助词「を」标示宾语，常见的基本句型是「名词+を+动词」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_水.mp3]
店,商店,この店はパンが美味しいです。,这家商店的面包很好吃。,<ruby>この<rt>この</rt></ruby><ruby>店<rt>みせ</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>パン<rt>ぱん</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>美味しい<rt>おいしい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>店（みせ）：商店、店铺。用作名词，指出售商品或服务的场所。</li><li>「は」是主题助词，提示话题。「が」是主语助词，提示主语。「美味しい」（おいしい）意为“美味的、好吃的”，用于形容食物。「です」是礼貌语尾，使句子变得正式有礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_店.mp3]
見せる,让看，展示,新しい写真を友達に見せる。,把新照片给朋友看。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>写真<rt>しゃしん</rt></ruby>を<ruby>友達<rt>ともだち</rt></ruby>に<ruby>見せる<rt>みせる</rt></ruby>。,<ol><li>新しい（あたらしい）：形容词，意思是“新的”。</li><li>写真（しゃしん）：名词，意思是“照片”。</li><li>を：助词，表示动作的对象，这里指“照片”。</li><li>友達（ともだち）：名词，意思是“朋友”。</li><li>に：助词，表示动作的接受者，这里指“朋友”。</li><li>見せる（みせる）：动词，意思是“让别人看、展示”。用法一般为“东西を人に見せる”，即把某物给某人看。</li><li>这是他动词，后面一般接“に”，表示“给谁看”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_見せる.mp3]
道,道路,この道をまっすぐ進んでください。,请沿着这条路一直走。,<ruby>この<rt>この</rt></ruby><ruby>道<rt>みち</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>まっすぐ<rt>まっすぐ</rt></ruby><ruby>進んで<rt>すすんで</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,<ol><li>この（此）：表示距离说话人较近的事物。修饰名词。</li><li>道（みち）：道路、路。</li><li>を：助词，标记动作的对象，此处是“道”。</li><li>まっすぐ：副词，意思为“笔直、一直”。</li><li>進んで（すすんで）：动词“進む（すすむ）”的て形，表示动作的接续。</li><li>ください：敬语表达，请对方做某事，接在动词て形后面。</li><li>语法：“动词て形＋ください”结构，用于请求别人做某事，常见于日常礼貌表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_道.mp3]
三日,三天,三日は雨が降りました。,三天都下雨了。,<ruby>三日<rt>みっか</rt></ruby>は<ruby>雨<rt>あめ</rt></ruby>が<ruby>降りました<rt>ふりました</rt></ruby>。,<ol><li>三日（みっか）：表示“第三天”或“三天”。是日语中表示日期和持续时间的词汇，特别需要注意其读音为みっか。</li><li>は：提示助词，强调“这三天”作为主题。</li><li>雨（あめ）が降りました（ふりました）：表示“下雨了”，这里“が”作为主语标记，“降りました”是“降る（ふる）”的过去时。</li><li>日语中日期用法要注意1日、2日、3日等有特殊读法，与数字加“日”不同，需单独记忆。</li></ol>,[sound:jlpt_vocabulary_in_sentence_三日.mp3]
三つ,三个,りんごを三つ買いました。,我买了三个苹果。,りんごを<ruby>三つ<rt>みっつ</rt></ruby><ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>りんご：苹果。</li><li>を：助词，表示动作对象，相当于“把”“的”。</li><li>三つ（みっつ）：数量词，表示“3个”，用于数物品，是和语计数词。</li><li>買いました（かいました）：动词“买う（かう）”的过去式，表示“买了”。</li><li>本句型是「名词 + を + 数量词 + 动词」的基本句型，用于表达买了多少东西。</li><li>日本日常生活中常用和语计数词（ひとつ、ふたつ、みっつ等）计数3个左右的不特定物品。</li></ol>,[sound:jlpt_vocabulary_in_sentence_三つ.mp3]
緑,绿色,公園には緑がたくさんあります。,公园里有很多绿色。,<ruby>公園<rt>こうえん</rt></ruby><ruby>には<rt>には</rt></ruby><ruby>緑<rt>みどり</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>たくさん<rt>たくさん</rt></ruby><ruby>あります<rt>あります</rt></ruby>。,<ol><li>公園（こうえん）：公园。</li><li>には：に 表示存在、方向，は强调主语。</li><li>緑（みどり）：绿色。</li><li>が：主语助词。</li><li>たくさん：许多。</li><li>あります：动词「ある」的礼貌形，表示无生命物的存在。</li><li>日语中常用「緑」来泛指绿色的植物、环境友好，与中文用法类似。</li></ol>,[sound:jlpt_vocabulary_in_sentence_緑.mp3]
皆さん,大家，诸位,皆さんは元気ですか。,大家身体好吗？,<ruby>皆さん<rt>みなさん</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>元気<rt>げんき</rt></ruby><ruby>です<rt>です</rt></ruby><ruby>か<rt>か</rt></ruby>。,<ol><li>皆さん（みなさん）：表示“大家”或“诸位”，用于对多人的礼貌称呼。</li><li>は：主题助词，表示本句主语“皆さん”。</li><li>元気（げんき）：形容动词，意为“健康、有精神”。</li><li>です：礼貌体终助动词，使句子更正式。</li><li>か：疑问助词，放句末，表疑问。</li></ol>,[sound:jlpt_vocabulary_in_sentence_皆さん.mp3]
南,南方,南の空に星が輝いています。,南方的天空星星在闪耀。,<ruby>南<rt>みなみ</rt></ruby>の<ruby>空<rt>そら</rt></ruby>に<ruby>星<rt>ほし</rt></ruby>が<ruby>輝いて<rt>かがやいて</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>南（みなみ）：名词，意思是“南方、南边”。</li><li>空（そら）：名词，意为“天空”。</li><li>～の：格助词，表示所属关系，此处为“南の空”，即“南方的天空”。</li><li>に：助词，表示动作的方向、地点，此处表“在……（地方）”。</li><li>星（ほし）：名词，意思是“星星”。</li><li>が：主格助词，用于标记主语“星”。</li><li>輝いています：动词“輝く（かがやく）”的て形+います，表示某动作正在持续，“正在闪耀”。</li><li>句末「ます」表达礼貌语气，适合会话与文章使用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_南.mp3]
耳,耳朵,赤ちゃんの耳はとても小さいです。,婴儿的耳朵非常小。,<ruby>赤ちゃん<rt>あかちゃん</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>耳<rt>みみ</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>とても<rt>とても</rt></ruby><ruby>小さい<rt>ちいさい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>赤ちゃん（あかちゃん）：指婴儿、小宝宝。</li><li>耳（みみ）：耳朵，人体的听觉器官。</li><li>は：提示助词，表示主语。</li><li>とても：副词，非常、很。</li><li>小さい（ちいさい）：形容词，小的。</li><li>です：句尾敬体助动词，用于礼貌表达。</li><li>语法结构为“主语+は+形容词+です”，表示某物的状态。如：リンゴは赤いです。</li></ol>,[sound:jlpt_vocabulary_in_sentence_耳.mp3]
見る,看，观察,彼は毎朝ニュースを見る。,他每天早上看新闻。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>毎朝<rt>まいあさ</rt></ruby>ニュースを<ruby>見る<rt>みる</rt></ruby>。,<ol><li>彼（かれ）：代词，表示“他”。</li><li>は：主题助词，用于强调句子的主题。</li><li>毎朝（まいあさ）：名词，意思是“每天早上”。</li><li>ニュース：名词，外来词，意为“新闻”。</li><li>を：宾语助词，表示动作的对象。“ニュース”作为“を見る”的宾语。</li><li>見る（みる）：动词，意思是“看”。原形活用，五段动词，用于表示观看、观赏等动作。</li><li>动词“見る”接“を”时，一般表示感官上的“看”，常用于看电视、新闻等。</li><li>句末的“。”表示语句结束，类似中文的句号。</li></ol>,[sound:jlpt_vocabulary_in_sentence_見る.mp3]
みんな,大家，所有人,みんなで公園に行きました。,大家一起去公园了。,<ruby>みんな<rt>みんな</rt></ruby><ruby>で<rt>で</rt></ruby><ruby>公園<rt>こうえん</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>行きました<rt>いきました</rt></ruby>。,<ol><li>みんな：表示“大家、所有人”，是副词用法，常用来指集体中的所有人。</li><li>で：表示“用……”、“以……”或者“在……（场所）”，本句中为表示“和谁一起”的手段助词。</li><li>公園（こうえん）：公园。复合汉字词汇。</li><li>行きました：是动词行く（いく，去）的ます形过去式，表示动作已经发生。“ました”是敬语形式。</li><li>语法结构“みんなで+场所+に行く”表示“大家一起去某地”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_みんな.mp3]
六日,六号、六日,六日は母の誕生日です。,六号是妈妈的生日。,<ruby>六日<rt>むいか</rt></ruby>は<ruby>母<rt>はは</rt></ruby>の<ruby>誕生日<rt>たんじょうび</rt></ruby>です。,<ol><li>六日（むいか）：日语中表示“六号”或“六日”，用于表示日期。</li><li>母（はは）：自己的妈妈。用于对自己家人时谦称。</li><li>の：表示所属关系。</li><li>誕生日（たんじょうび）：生日。</li><li>です：礼貌语气的判断句结尾，常用于描述和说明。</li><li>日期表达方式：日语中1日~10日及14、20、24号等用特殊读法，如六日（むいか）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_六日.mp3]
向こう,对面，对方,駅の向こうに公園があります。,车站对面有一个公园。,<ruby>駅<rt>えき</rt></ruby>の<ruby>向こう<rt>むこう</rt></ruby>に<ruby>公園<rt>こうえん</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,"<ol><li>駅（えき）：车站。</li><li>の：表示所属或范围，「AのB」表示""A的B""，此处连接「駅」和「向こう」。</li><li>向こう（むこう）：对面、另一侧，用于指目标物体的背后或反方向。</li><li>に：表示方向、地点，这里指存在的位置。</li><li>公園（こうえん）：公园。</li><li>が：主语助词，提示主语（此句为「公園」）。</li><li>あります：表示「有、存在」，用于无生命的物体。</li><li>语法结构「～に～があります」：表示在某处有某物，是初学日语常用句型。</li></ol>",[sound:jlpt_vocabulary_in_sentence_向こう.mp3]
難しい,难，困难,この問題は難しいですね。,这个问题很难啊。,<ruby>この<rt>この</rt></ruby><ruby>問題<rt>もんだい</rt></ruby>は<ruby>難しい<rt>むずかしい</rt></ruby><ruby>ですね<rt>ですね</rt></ruby>。,<ol><li>この：指示代词，表示“这个”。</li><li>問題（もんだい）：名词，意思是“问题”。</li><li>は：主题助词，表示主语或主题。</li><li>難しい（むずかしい）：形容词，意思是“难、困难”。</li><li>ですね：语气词“です”+“ね”，表示确认或感叹，类似中文的“…啊”。</li><li>句型“〜は〜です”是最基础的判断句结构。“〜ですね”表达说话人对某事物的感受并期待对方认同。</li></ol>,[sound:jlpt_vocabulary_in_sentence_難しい.mp3]
六つ,六个,卵を六つ買いました。,买了六个鸡蛋。,<ruby>卵<rt>たまご</rt></ruby>を<ruby>六つ<rt>むっつ</rt></ruby><ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>卵（たまご）：鸡蛋。</li><li>を：宾语助词，标记受动作影响的对象。</li><li>六つ（むっつ）：数量词，表示“六个”，用于数物品，多用于日常口语。</li><li>買いました（かいました）：买了。“買う（かう）”的过去式敬体形式，表示已经完成的动作。</li><li>语法点：日语中数字+つ为助数词，表示数量，常用于日常小件物品计数，1~10分别为：ひとつ、ふたつ、みっつ、よっつ、いつつ、むっつ、ななつ、やっつ、ここのつ、とお。</li></ol>,[sound:jlpt_vocabulary_in_sentence_六つ.mp3]
村,村庄,この村には古い神社があります。,这个村子里有一座古老的神社。,<ruby>この<rt>この</rt></ruby><ruby>村<rt>むら</rt></ruby><ruby>には<rt>には</rt></ruby><ruby>古い<rt>ふるい</rt></ruby><ruby>神社<rt>じんじゃ</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>あります<rt>あります</rt></ruby>。,<ol><li>この：指示代词，意思是“这个”。</li><li>村（むら）：名词，表示“村庄”。</li><li>には：格助词“に”表示存在方式，は为提示助词，强调该地点。</li><li>古い（ふるい）：形容词，解释为“古老的”。</li><li>神社（じんじゃ）：名词，神道教的宗教建筑，意为“神社”。</li><li>があります：表达无生命物体存在的常用句型。“～があります”=“有～”。</li><li>句型语法：名词＋には＋名词＋があります，表示“在某地有某物”。</li><li>文化补充：日本村庄常有古老神社，是传统宗教与地区活动的中心。</li></ol>,[sound:jlpt_vocabulary_in_sentence_村.mp3]
目,眼睛,犬の目はとてもかわいい。,狗的眼睛非常可爱。,<ruby>犬<rt>いぬ</rt></ruby>の<ruby>目<rt>め</rt></ruby>はとてもかわいい。,<ol><li>犬（いぬ）：狗。</li><li>目（め）：眼睛。</li><li>は：主题助词，表示主语。</li><li>とても：非常，很。</li><li>かわいい：可爱。</li><li>日语中经常用「は」作为主题标记，放在主语后，用来强调主语。</li><li>形容词「かわいい」可直接修饰主语，用于表达褒义感情色彩。</li></ol>,[sound:jlpt_vocabulary_in_sentence_目.mp3]
メートル,米，公尺,この道は十メートルあります。,这条路有十米长。,<ruby>この<rt>この</rt></ruby><ruby>道<rt>みち</rt></ruby>は<ruby>十<rt>じゅう</rt></ruby><ruby>メートル<rt>めーとる</rt></ruby><ruby>あり<rt>あり</rt></ruby><ruby>ます<rt>ます</rt></ruby>。,<ol><li>この：指示词，表示“这个”。</li><li>道（みち）：名词，意为“道路”。</li><li>は：助词，主题标记。</li><li>十（じゅう）：数字“十”。</li><li>メートル（めーとる）：外来词，表示“米、米制单位”。</li><li>あります：动词“ある”的礼貌形，表示有无（用于无生命的东西）。</li><li>句型“……は……あります”：表示“某物有……（长度、宽度等特征）”，常用于描述物体的尺寸、数量等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_メートル.mp3]
眼鏡,眼镜,彼は新しい眼鏡を買いました。,他买了新眼镜。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>新しい<rt>あたらしい</rt></ruby><ruby>眼鏡<rt>めがね</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,"<ol><li>彼（かれ）：第三人称单数，指""他""，在日语中常用于指代男性。</li><li>新しい（あたらしい）：形容词，意为“新的”。</li><li>眼鏡（めがね）：名词，意为“眼镜”。</li><li>を：助词，表示动作的对象。</li><li>買いました（かいました）：动词“買う”（买）的过去敬体，表示“买了”。</li><li>日语句型“〜を買いました”表示买了某物，助词“を”突出动作的对象。</li></ol>",[sound:jlpt_vocabulary_in_sentence_眼鏡.mp3]
もう,已经、再,もう昼ご飯は食べましたか。,你已经吃午饭了吗？,<ruby>もう<rt>もう</rt></ruby><ruby>昼ご飯<rt>ひるごはん</rt></ruby>は<ruby>食べました<rt>たべました</rt></ruby>か,<ol><li>もう：副词，表示“已经”“再”，常用于表示动作已完成或状态已达成。</li><li>昼ご飯（ひるごはん）：午饭。</li><li>〜は：提示助词，表示主语或主题。</li><li>食べました：食べる（吃）的敬体过去式，表示“吃了”。</li><li>か：疑问助词，表示疑问句的结尾。</li><li>本句型为“もう+动词过去式か”，表示“已经……了吗？”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_もう.mp3]
木曜日,星期四,木曜日に友達と映画を見ます。,星期四和朋友一起看电影。,<ruby>木曜日<rt>もくようび</rt></ruby>に<ruby>友達<rt>ともだち</rt></ruby>と<ruby>映画<rt>えいが</rt></ruby>を<ruby>見ます<rt>みます</rt></ruby>。,<ol><li>木曜日（もくようび）：表示星期四，是日语中表示星期的词汇。曜日（ようび）表示星期，前面的“木（もく）”是指木星，在日本以五行来命名星期几。</li><li>助词“に”：表示动作发生的具体时间点，此处指“在星期四”。</li><li>友達（ともだち）：名词，意思是朋友。</li><li>と：并列助词，表示与谁一起做某事，译为“和……”。</li><li>映画（えいが）：名词，意思是电影。</li><li>を：宾格助词，标记动作的对象。</li><li>見ます（みます）：动词“見る（みる）”的礼貌形，意思是“看”。</li><li>日语中表达时间时通常结构为“X曜日に〜する”，文化上日本把星期对应五行与天体命名，如木曜日即与木星相关。</li></ol>,[sound:jlpt_vocabulary_in_sentence_木曜日.mp3]
もしもし,喂（电话用语）,もしもし、田中さんですか。,喂，请问是田中先生吗？,<ruby>もしもし<rt>もしもし</rt></ruby>、<ruby>田中<rt>たなか</rt></ruby><ruby>さん<rt>さん</rt></ruby><ruby>です<rt>です</rt></ruby><ruby>か<rt>か</rt></ruby>。,<ol><li>もしもし：用于打电话或远距离招呼，引起对方注意，相当于中文“喂”。</li><li>田中さん：田中是姓，“さん”为常用的敬称，表示尊重。</li><li>ですか：です为判断句的礼貌形，か为疑问助词，连用表达疑问礼貌句型。</li><li>电话礼仪：在日本通话时，开头通常说“もしもし”以确认对方是否在线。</li></ol>,[sound:jlpt_vocabulary_in_sentence_もしもし.mp3]
持つ,持有，拿着,彼はカバンを持つ。,他拿着包。,<ruby>彼<rt>かれ</rt></ruby>はカバンを<ruby>持つ<rt>もつ</rt></ruby>。,<ol><li>彼（かれ）：他，第三人称男性代词。</li><li>は：主题助词，提示句子的主题。</li><li>カバン：包，书包，外来词。</li><li>を：宾语助词，表示动作的对象。</li><li>持つ（もつ）：动词，意思是“拿、持有、拥有”。本句为基本型。</li><li>语序为“主语+は+宾语+を+动词”，符合日语表达习惯。</li></ol>,[sound:jlpt_vocabulary_in_sentence_持つ.mp3]
もっと,更、更加,もっと勉強しなければなりません。,必须要更加努力学习。,<ruby>もっと<rt>もっと</rt></ruby><ruby>勉強<rt>べんきょう</rt></ruby><ruby>しなければなりません<rt>しなければなりません</rt></ruby>。,<ol><li>もっと：副词，表示“更”、“更加”，用于强调在原有程度上提升。</li><li>勉強（べんきょう）：名词，意思是“学习”。</li><li>しなければなりません：动词“する”的否定假定形式“しなければ”加上“なりません”，表示“必须做……”。是一种礼貌的表达方式。</li><li>语法结构：“もっと+动词/形容词”用于表示“要更加……”，“しなければなりません”用来表达义务，语气比单纯的命令更委婉有礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_もっと.mp3]
物,东西,大切な物をなくしました。,我把重要的东西弄丢了。,<ruby>大切<rt>たいせつ</rt></ruby>な<ruby>物<rt>もの</rt></ruby>を<ruby>なくしました<rt>なくしました</rt></ruby>。,<ol><li>大切（たいせつ）：形容动词，意思是重要、珍贵。</li><li>な：形容动词与名词连接时的助词。</li><li>物（もの）：名词，表示“东西”“物品”。</li><li>を：宾格助词，表明“物”为动作对象。</li><li>なくしました：动词“なくす”（丢失、弄丢）的过去式，用于表达“弄丢了”。</li><li>句型解释：全句表达“把重要的东西弄丢了”。常用于物品遗失时说明情况。</li></ol>,[sound:jlpt_vocabulary_in_sentence_物.mp3]
門,门,学校の門は朝八時に開きます。,学校的大门早上八点开。,<ruby>学校<rt>がっこう</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>門<rt>もん</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>朝<rt>あさ</rt></ruby><ruby>八時<rt>はちじ</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>開きます<rt>あきます</rt></ruby>。,<ol><li>学校（がっこう）：指学校。</li><li>門（もん）：意为“门”。</li><li>朝（あさ）：早晨。</li><li>八時（はちじ）：八点。</li><li>に：时间助词，表具体时间点。</li><li>開きます（あきます）：动词“开”，表示门等自动打开。</li><li>“学校の門”中的“の”起到连接作用，表示“学校的门”。句子的语法结构是主语+は+时间+に+动词（自动词结尾），这是日语常见句型。</li></ol>,[sound:jlpt_vocabulary_in_sentence_門.mp3]
問題,问题,先生が難しい問題を出しました。,老师出了一个难题。,<ruby>先生<rt>せんせい</rt></ruby>が<ruby>難しい<rt>むずかしい</rt></ruby><ruby>問題<rt>もんだい</rt></ruby>を<ruby>出しました<rt>だしました</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>が：主格助词，表示主语。</li><li>難しい（むずかしい）：形容词，意思是“难的”。</li><li>問題（もんだい）：名词，意思是“问题、题目”。</li><li>を：宾格助词，标记动作的对象。</li><li>出しました（だしました）：动词“出す”的过去敬体形，意为“出了（题）”。</li><li>语法知识：日语句子结构通常为“主语が + 目的语を + 动词”。此句中“先生が問題を出しました”结构标准，适用于老师布置问题或出考试题的场合。</li></ol>,[sound:jlpt_vocabulary_in_sentence_問題.mp3]
～屋,～店铺,私は本屋で雑誌を買いました。,我在书店买了杂志。,<ruby>私<rt>わたし</rt></ruby>は<ruby>本屋<rt>ほんや</rt></ruby>で<ruby>雑誌<rt>ざっし</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>本屋（ほんや）：指书店，「～屋」用法表示“⋯店”/“⋯铺”。如「花屋」（花店）、「魚屋」（鱼店）。</li><li>で：表示动作发生的场所，译为“在⋯”。</li><li>を：表示动作对象，这里是“杂志”。</li><li>ました：是动词「買う」的过去式礼貌形，表示“买了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～屋.mp3]
八百屋,蔬果店,私は八百屋で野菜を買いました。,我在蔬果店买了蔬菜。,<ruby>私<rt>わたし</rt></ruby>は<ruby>八百屋<rt>やおや</rt></ruby>で<ruby>野菜<rt>やさい</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>八百屋（やおや）：蔬果店，传统日本卖蔬菜水果的小店。</li><li>で：表示地点，动作在某处发生。</li><li>野菜（やさい）：蔬菜。</li><li>を：宾格助词，标记动作的对象。</li><li>買いました（かいました）：动词「買う」的过去式，表示买了（某物）。</li><li>「八百屋」在日本是一种传统的小本经营，专门出售新鲜蔬果，至今常见于各大城市与乡村。</li></ol>,[sound:jlpt_vocabulary_in_sentence_八百屋.mp3]
野菜,蔬菜,毎日野菜を食べましょう。,每天要吃蔬菜。,<ruby>毎日<rt>まいにち</rt></ruby><ruby>野菜<rt>やさい</rt></ruby>を<ruby>食べましょう<rt>たべましょう</rt></ruby>。,<ol><li>毎日（まいにち）：每天。</li><li>野菜（やさい）：蔬菜。</li><li>を：助词，表示动作的对象，这里指吃的对象是“野菜（蔬菜）”。</li><li>食べましょう（たべましょう）：「食べる」的意向形，表示建议或一起做某事，相当于“让我们……吧”。</li><li>语法知识：“动词ます形+ましょう”表示邀请或建议一起做某事。</li></ol>,[sound:jlpt_vocabulary_in_sentence_野菜.mp3]
易しい,简单的,この本は易しいです。,这本书很简单。,この<ruby>本<rt>ほん</rt></ruby>は<ruby>易しい<rt>やさしい</rt></ruby>です。,<ol><li>この：指示词，意思是“这”。</li><li>本（ほん）：名词，意思是“书”。</li><li>は：助词，表示主题。</li><li>易しい（やさしい）：形容词，意思是“简单的、容易的、温柔的”。</li><li>です：礼貌句末助动词，使句子更正式。</li><li>基本句型：AはBです，表示“A是B”。本句为“这本书是简单的”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_易しい.mp3]
安い,便宜,この店のりんごは安いです。,这家店的苹果很便宜。,<ruby>この<rt>この</rt></ruby><ruby>店<rt>みせ</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>りんご<rt>りんご</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>安い<rt>やすい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>この：指示词，意思为“这个”。</li><li>店（みせ）：名词，表示“店铺”。</li><li>の：助词，表示前后名词的所属关系。</li><li>りんご：名词，指“苹果”。</li><li>は：提示助词，标明主题。</li><li>安い（やすい）：形容词，表示“便宜”。用于评价价格低。</li><li>です：敬体句末助动词，表示礼貌。</li><li>句型“〜は〜です”：是基本的主系表句型，表示“……是……”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_安い.mp3]
休み,休息,今日は会社が休みです。,今天公司休息。,<ruby>今日<rt>きょう</rt></ruby>は<ruby>会社<rt>かいしゃ</rt></ruby>が<ruby>休み<rt>やすみ</rt></ruby>です。,<ol><li>今日（きょう）：今天。</li><li>会社（かいしゃ）：公司。</li><li>休み（やすみ）：名词，意为休息、休假、休息日。</li><li>「は」和「が」：分别是主题助词和主语助词。此处「会社が」强调公司是休息的主体。</li><li>「です」：礼貌形的断定助动词，表达现在状态。</li><li>句型「名词が休みです」：常用来表达“……休息／（……）放假”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_休み.mp3]
休む,休息,彼は今日は会社を休みます。,他今天请假不去公司。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>今日<rt>きょう</rt></ruby>は<ruby>会社<rt>かいしゃ</rt></ruby>を<ruby>休みます<rt>やすみます</rt></ruby>。,<ol><li>彼（かれ）：表示“他”。<br>は：主题助词，表示主语。</li><li>今日（きょう）：今天。<br>会社（かいしゃ）：公司。<br>を：宾语助词，表示动词作用对象。</li><li>休みます（やすみます）：动词“休む”的礼貌形，意思是“休息、请假”。<br>整个句子意思是“他今天请假不去公司”。</li><li>「休む」既可以表示休息，也可用作请假，搭配会社（かいしゃ）时常指不上班。</li></ol>,[sound:jlpt_vocabulary_in_sentence_休む.mp3]
八つ,八个,りんごが八つあります。,有八个苹果。,りんごが<ruby>八つ<rt>やっつ</rt></ruby>あります。,<ol><li>八つ（やっつ）：表示数量“八个”，是日语中数物品的“和语数词”中的一种，常用于数1~10以内的物品。</li><li>あります：动词“ある”的敬体，用于表示无生命物品的存在，中文意为“有”。</li><li>助词“が”：表示主语，即“有八个的东西是苹果”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_八つ.mp3]
山,山,山がとても高いです。,山非常高。,<ruby>山<rt>やま</rt></ruby>がとても<ruby>高い<rt>たかい</rt></ruby>です。,<ol><li>山（やま）：名词，意思是“山”。</li><li>が：助词，表示主语。</li><li>とても：副词，表示“非常、很”。</li><li>高い（たかい）：形容词，意思是“高”。</li><li>です：礼貌结句词。</li><li>日语常用结构：[主语]が[形容词]です——表达对主语的描述。</li></ol>,[sound:jlpt_vocabulary_in_sentence_山.mp3]
やる,做，干,毎日運動をやることが大切です。,每天做运动很重要。,<ruby>毎日<rt>まいにち</rt></ruby><ruby>運動<rt>うんどう</rt></ruby>をやることが<ruby>大切<rt>たいせつ</rt></ruby>です。,<ol><li>毎日（まいにち）：每天。</li><li>運動（うんどう）：运动。</li><li>を：助词，表示动作的对象。</li><li>やる：动词，意思是“做、进行”，是“する”的口语表达。</li><li>こと：将前面的动作名词化，表示“……的事情”。</li><li>が：助词，表示主语。</li><li>大切（たいせつ）：形容动词，意思是“重要的”。</li><li>です：礼貌表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_やる.mp3]
